이름,도로명주소,위도,경도
우체통,서울특별시 동대문구 장한로25길 2,37.57196938,127.071257
우체통,서울특별시 동대문구 전농로 131,37.57675141,127.0575426
우체통,서울특별시 동대문구 전농로 38,37.56807324,127.0570616
우체통,서울특별시 동대문구 제기로 128-2,37.58650003,127.0471267
우체통,서울특별시 동대문구 천호대로 425,37.56138888,127.0664263
우체통,서울특별시 동대문구 천호대로67길 28,37.56989465,127.0511552
우체통,서울특별시 동대문구 천호대로71길 44,37.56895497,127.053821
우체통,서울특별시 동대문구 한천로 103,37.57069672,127.0647365
우체통,서울특별시 동대문구 한천로 279,37.58574,127.0673905
우체통,서울특별시 동대문구 한천로14길 53,37.566784,127.0656408
우체통,서울특별시 동대문구 홍릉로 10,37.58130618,127.0450992
우체통,서울특별시 동대문구 회기로 120,37.59130504,127.0497929
우체통,서울특별시 동대문구 회기로 201,37.59014804,127.0581362
우체통,서울특별시 동작구 남부순환로 2061,37.47690406,126.9777876
우체통,서울특별시 동작구 노량진로 148-3 (노량진동),37.5133682,126.9423612
우체통,서울특별시 동작구 노량진로 224 (본동),37.51242402,126.9505826
우체통,서울특별시 동작구 동작대로 115,37.48687637,126.9816652
우체통,서울특별시 동작구 동작대로 35,37.47961788,126.981357
우체통,서울특별시 동작구 동작대로 75 (사당동),37.4832404,126.9816751
우체통,서울특별시 동작구 동작대로29길 69 (사당동),37.48845724,126.9779743
우체통,서울특별시 동작구 등용로14길 68,37.51228683,126.9353043
우체통,서울특별시 동작구 보라매로13길 6-4 (신대방동),37.49614782,126.927252
우체통,서울특별시 동작구 사당로 204 (사당동),37.4845389,126.970637
우체통,서울특별시 동작구 사당로9가길 55 (사당동),37.48689968,126.9683316
우체통,서울특별시 동작구 상도로 236 (상도동),37.50495261,126.9449445
우체통,서울특별시 동작구 상도로 346-1(상도동),37.49707564,126.9513303
우체통,서울특별시 동작구 상도로 369,37.49567014,126.9554029
우체통,서울특별시 동작구 상도로 77,37.49989344,126.9292296
우체통,서울특별시 동작구 상도로53길 8 래미안상도3차아파트),37.49788141,126.9535667
우체통,서울특별시 동작구 서달로15길 13 (흑석동),37.5083414,126.9623316
우체통,서울특별시 동작구 시흥대로 654 (신대방동),37.49000933,126.9078929
우체통,서울특별시 동작구 신대방2길 2-1 (신대방동),37.48773192,126.9127814
우체통,서울특별시 동작구 양녕로 184 (상도동),37.49767121,126.9434689
우체통,서울특별시 동작구 여의대방로 28,37.49527344,126.9116905
우체통,서울특별시 동작구 여의대방로10길 73 (신대방동),37.49352411,126.9163357
우체통,서울특별시 동작구 여의대방로22길 77 서울동작우체국,37.49803643,126.9244467
우체통,서울특별시 동작구 여의대방로24길 10-4 (신대방동),37.49798081,126.9206415
우체통,서울특별시 동작구 장승배기로 108,37.50717436,126.9400767
우체통,서울특별시 동작구 장승배기로 146,37.51052244,126.9403587
우체통,서울특별시 동작구 장승배기로 6 (상도동),37.49930879,126.9441179
우체통,서울특별시 동작구 현충로 210,37.50342226,126.9747544
우체통,서울특별시 동작구 흑석로 102,37.50681369,126.9604212
우체통,서울특별시 마포구 독막로 109(상수동),37.5478458,126.9257432
우체통,서울특별시 마포구 동교로 210(동교동),37.55855056,126.9235383
우체통,서울특별시 마포구 마포대로 130(공덕동),37.54605182,126.9528245
우체통,서울특별시 마포구 마포대로 213(아현동),37.55284835,126.9561652
우체통,서울특별시 마포구 마포대로 89(도화동),37.54310177,126.9500932
우체통,서울특별시 마포구 망원로 22(망원동),37.55600762,126.899213
우체통,서울특별시 마포구 백범로 111(염리동),37.54718004,126.9438383
우체통,서울특별시 마포구 백범로 13,37.55344726,126.9374964
우체통,서울특별시 마포구 삼개로 5(도화동),37.53982975,126.9476505
우체통,서울특별시 마포구 양화로 33(합정동),37.54934177,126.9129994
우체통,서울특별시 마포구 양화로 62(서교동),37.55045026,126.9155752
우체통,서울특별시 마포구 양화로 81(서교동),37.55176754,126.9166451
우체통,서울특별시 마포구 연남로 44,37.56349761,126.9212258
우체통,서울특별시 마포구 월드컵로 111(망원동),37.55815916,126.9079077
우체통,서울특별시 마포구 월드컵로 212(성산동),37.56569548,126.9016492
우체통,서울특별시 마포구 월드컵북로 112(성산동),37.56313847,126.913825
우체통,서울특별시 마포구 월드컵북로 20(동교동),37.55656826,126.9200048
우체통,서울특별시 마포구 월드컵북로 233(성산동),37.5696541,126.9036393
우체통,서울특별시 마포구 월드컵북로 396(상암동),37.57977953,126.8881817
우체통,서울특별시 마포구 월드컵북로 501(상암동),37.58495534,126.8795307
우체통,서울특별시 마포구 잔다리로 68(서교동),37.55384253,126.9171408
우체통,서울특별시 마포구 창전로 76(신수동),37.54976051,126.9329912
우체통,서울특별시 마포구 큰우물로 75(도화동),37.54099176,126.946189
우체통,서울특별시 마포구 토정로 277(용강동),37.54204734,126.9405892
우체통,서울특별시 서대문구 가좌로 100 (홍은2동),37.58162318,126.9268734
우체통,서울특별시 서대문구 간호대로 11-24 (홍제3동),37.59591376,126.9479694
우체통,서울특별시 서대문구 거북골로 160,37.5758993,126.9122069
우체통,서울특별시 서대문구 거북골로 34 명지대학교 (남가좌동),37.58008971,126.9235253
우체통,서울특별시 서대문구 독립문공원길 17,37.57195992,126.9585699
우체통,서울특별시 서대문구 모래내로 143 (남가좌1동),37.56971436,126.9171846
우체통,서울특별시 서대문구 모래내로 445,37.58515905,126.9443283
우체통,서울특별시 서대문구 모래내로15길 54,37.57417786,126.9195317
우체통,서울특별시 서대문구 북아현로 40,37.56097949,126.9560289
우체통,서울특별시 서대문구 서소문로 21,37.5595045,126.9638392
우체통,서울특별시 서대문구 성산로 565,37.56639053,126.9464725
우체통,서울특별시 서대문구 성산로20길 9,37.5609683,126.9323513
우체통,서울특별시 서대문구 세검정로 56(홍제3동),37.5926099,126.9474914
우체통,서울특별시 서대문구 수색로 100-55,37.57419836,126.9104574
우체통,서울특별시 서대문구 수색로 154 (북가좌1동),37.57679028,126.904157
우체통,서울특별시 서대문구 신촌로 139-1,37.55675828,126.9414295
우체통,서울특별시 서대문구 신촌로 161 (대현동),37.55677262,126.9438873
우체통,서울특별시 서대문구 신촌로 67 (창천동),37.5563921,126.9338833
우체통,서울특별시 서대문구 신촌역로 25 (대현동),37.55882258,126.9423924
우체통,서울특별시 서대문구 연세로 50 연세대학교 (신촌동),37.56364623,126.9378976
우체통,서울특별시 서대문구 연희동 702-7,37.57528605,126.9278396
우체통,서울특별시 서대문구 연희로 207(연희동),37.57559659,126.9350799
우체통,서울특별시 서대문구 연희로 261-24 (홍은2동),37.57974772,126.9345557
우체통,서울특별시 서대문구 연희로 276 (홍은동),37.58174745,126.9363289
우체통,서울특별시 서대문구 연희로 331 (홍은2동),37.58648653,126.9348245
우체통,서울특별시 서대문구 연희로 377 (홍은2동),37.58989004,126.9373665
우체통,서울특별시 서대문구 연희로 6 (창천동 사루비아빌딩(린나이빌딩)) 앞,37.55904721,126.9268658
우체통,서울특별시 서대문구 연희로41길 37 (홍은2동),37.59033088,126.9351652
우체통,서울특별시 서대문구 이화여대길 52 이화여자대학교 (대현동),37.56206806,126.945203
우체통,서울특별시 서대문구 증가로 12 (연희동),37.56945082,126.9314997
우체통,서울특별시 서대문구 증가로 199 (북가좌2동),37.57978924,126.9163246
우체통,서울특별시 서대문구 증가로144,37.57767513,126.9216268
우체통,서울특별시 서대문구 충정로 29 (충정로3가),37.56180675,126.9636709
우체통,서울특별시 서대문구 통일로 127 (충정로2가),37.56584506,126.9662025
우체통,서울특별시 서대문구 통일로 173 (천연동),37.56783942,126.9630841
우체통,서울특별시 서대문구 통일로 392 (홍제2동),37.58488735,126.9486363
우체통,서울특별시 서대문구 통일로 419 (홍제1동),37.58674057,126.9462241
우체통,서울특별시 서대문구 통일로 440 홍제역 2번출구 앞,37.58835775,126.9450874
우체통,서울특별시 서대문구 통일로 97 경찰청 (미근동),37.5633623,126.9678473
우체통,서울특별시 서대문구 통일로39가길 57 현대아파트,37.59062733,126.9409921
우체통,서울특별시 서대문구 홍제내길 128 (홍제동),37.58794759,126.9365161
우체통,서울특별시 서초구 강남대로 148 상록빌딩,37.47788797,127.0391803
우체통,서울특별시 서초구 강남대로 331 광일프라자,37.49262567,127.0295883
우체통,서울특별시 서초구 남부순환로356길 5 서울양재동우체국,37.4847179,127.037764
우체통,서울특별시 서초구 동산로 19 서울서초우체국,37.47015713,127.0417698
우체통,서울특별시 서초구 바우뫼로7길 38 우암초등학교,37.47229555,127.0237234
우체통,서울특별시 서초구 반포대로 222 서울성모병원,37.50239362,127.0058606
우체통,서울특별시 서초구 반포대로 99 서울서초3동우체국,37.48906575,127.0086436
우체통,서울특별시 서초구 방배로 166 내방역7번출구,37.48858114,126.9933764
우체통,서울특별시 서초구 방배로 238 서울방배동우체국,37.49438617,126.9897947
우체통,서울특별시 서초구 사평대로45길 10-25 반포자이아파트,37.50663163,127.0139537
우체통,서울특별시 서초구 서초대로 355 메이플라워멤버스빌,37.49601842,127.0201285
우체통,서울특별시 서초구 서초대로 389 진흥아파트,37.49708113,127.0236652
우체통,서울특별시 서초구 서초중앙로 157 (서울지방법원청사우체국),37.49827618,127.0111232
우체통,서울특별시 서초구 서초중앙로2길 35 서초1동우체국,37.48409635,127.0191929
우체통,서울특별시 서초구 신반포로19길 40 서울반포우체국,37.50454002,126.9947101
우체통,서울특별시 서초구 잠원로 88 한신공영,37.51224894,127.0082261
우체통,서울특별시 서초구 잠원로4길 34-4 신반포9차아파트,37.51191389,127.0100785
우체통,서울특별시 서초구 청계산로9길 1-3 청계산역(서초선포레앞),37.44853714,127.0550362
우체통,서울특별시 서초구 태봉로 58 서울우면동우체국,37.46373901,127.0245988
우체통,서울특별시 서초구 효령로 190 (서초동),37.48266747,127.0048724
우체통,서울특별시 서초구 효령로 224 인산빌딩,37.48329291,127.0085356
우체통,서울특별시 성동구 고산자로 352(마장동 523-3)(57번),37.57083767,127.038025
우체통,서울특별시 성동구 광나루로 290 (성수동 280-41)(74번),37.54794694,127.0619874
우체통,서울특별시 성동구 금호로11길 2(금호2가223)(50번),37.55478119,127.0196302
우체통,서울특별시 성동구 독서당로 173 (옥수동극동그린상가)(78번),37.54156345,127.0108988
우체통,서울특별시 성동구 독서당로 316 (금호4가147)(54번),37.547921,127.0242133
우체통,서울특별시 성동구 독서당로 434 (응봉동100)(83번),37.5539404,127.0339789
우체통,서울특별시 성동구 뚝섬로3길 14 (성수33-29)(62번),37.5414371,127.0494022
우체통,서울특별시 성동구 마장로 194 (홍익동356)(56번),37.56650445,127.0313282
우체통,서울특별시 성동구 마장로 284-1(마장동774-1)(59번),37.5652803,127.0414056
우체통,서울특별시 성동구 마장로42길 14 (마장동세림아파트)(60번),37.5657756,127.0454976
우체통,서울특별시 성동구 상원길 49(성수동 656-388)(73번),37.54844914,127.0480721
우체통,서울특별시 성동구 아차산로 113(성수300-1)(68번),37.54437648,127.0570489
우체통,서울특별시 성동구 아차산로 12 (성수656-308)(64번),37.54749502,127.0458919
우체통,서울특별시 성동구 아차산로7길 28 (성수289-4)(67번),37.54744444,127.0551627
우체통,서울특별시 성동구 왕십리로 222(한양대우체국앞)(90번),37.55732563,127.0437982
우체통,서울특별시 성동구 왕십리로 303 (행당동성동우체국)(12번),37.5608873,127.0348593
우체통,서울특별시 성동구 왕십리로 지하 374 (하왕십리동946-14)(85번),37.56403342,127.0299077
우체통,서울특별시 성동구 천호대로 286(용답동98-4)(82번),37.56653034,127.0524323
우체통,서울특별시 성동구 천호대로 378 (용답동228-5 용답우체국)(79번),37.56168897,127.0609397
우체통,서울특별시 성동구 천호대로 436(용답동235-3)(80번),37.56082447,127.0670713
우체통,서울특별시 성북구 길음로 119 (길음동),37.61077977,127.0181558
우체통,서울특별시 성북구 돌곶이로22길 14 (석관동),37.61012713,127.0589193
우체통,서울특별시 성북구 동소문로 129 (동선동4가),37.59446014,127.0187616
우체통,서울특별시 성북구 동소문로 227 (길음동),37.60468833,127.0227504
우체통,서울특별시 성북구 동소문로 310 (하월곡동),37.60738119,127.0289556
우체통,서울특별시 성북구 동소문로13길 38 (동소문동6가),37.5925096,127.012704
우체통,서울특별시 성북구 동소문로34길 24 (돈암동),37.59841171,127.022207
우체통,서울특별시 성북구 보국문로 12 (정릉동),37.60557871,127.0113761
우체통,서울특별시 성북구 보국문로 167 (정릉동),37.61668165,127.0033912
우체통,서울특별시 성북구 보문로 178 (삼선동4가),37.59002768,127.0155411
우체통,서울특별시 성북구 보문로 35 (보문동7가),37.57841652,127.0229161
우체통,서울특별시 성북구 보문로26길 83-2 (안암동1가),37.58776392,127.0229075
우체통,서울특별시 성북구 보문로34가길 24-3 (동선동3가),37.59401911,127.0202768
우체통,서울특별시 성북구 삼선교로16길 116 (삼선동2가),37.583152,127.0105624
우체통,서울특별시 성북구 삼선교로16길 13 (삼선동3가),37.58761484,127.0106271
우체통,서울특별시 성북구 삼양로 62 (길음동),37.6086065,127.0232372
우체통,서울특별시 성북구 서경로 124 (정릉동),37.61523627,127.0112642
우체통,서울특별시 성북구 성북로 52-6 (성북동),37.59209329,127.0029524
우체통,서울특별시 성북구 성북로2길 31 (동소문동1가),37.5895528,127.0074385
우체통,서울특별시 성북구 성북로4길 52 (돈암동),37.59485131,127.0105774
우체통,서울특별시 성북구 성북로4길 52 (돈암동),37.59245826,127.0087696
우체통,서울특별시 성북구 아리랑로 15 (동소문동6가),37.59423781,127.0160306
우체통,서울특별시 성북구 아리랑로 89 (돈암동),37.60073465,127.0137322
우체통,서울특별시 성북구 안암로 145 (안암동5가),37.58825524,127.031125
우체통,서울특별시 성북구 안암로9나길 14 (안암동3가),37.58076618,127.0245993
우체통,서울특별시 성북구 오패산로 46 (하월곡동),37.6069306,127.0367685
우체통,서울특별시 성북구 오패산로3길 58 (하월곡동),37.60574184,127.0352162
우체통,서울특별시 성북구 인촌로 73 (안암동3가),37.58638358,127.0272295
우체통,서울특별시 성북구 장월로 123 (장위동),37.61671483,127.0491589
우체통,서울특별시 성북구 장월로1길 28 (상월곡동),37.60709005,127.0460309
우체통,서울특별시 성북구 장위로 60 (장위동),37.61384229,127.0432964
우체통,서울특별시 성북구 정릉로 279 (정릉동),37.60371554,127.0146314
우체통,서울특별시 성북구 정릉로10길 46 (정릉동),37.60791578,126.9993174
우체통,서울특별시 성북구 종암로 101 (종암동),37.59916441,127.0341558
우체통,서울특별시 성북구 종암로 64 (종암동),37.59598408,127.0357315
우체통,서울특별시 성북구 한천로 578 (석관동),37.61162761,127.0620631
우체통,서울특별시 성북구 화랑로 203 (장위동),37.60860591,127.0524101
우체통,서울특별시 성북구 화랑로 99 (하월곡동),37.60339982,127.0427653
우체통,서울특별시 성북구 화랑로13길 60 (상월곡동),37.60663781,127.0409348
우체통,서울특별시 성북구 화랑로48길 16 (석관동),37.61337185,127.0675235
우체통,서울특별시 송파구 가락로 120 (석촌동),37.50161521,127.1092695
우체통,서울특별시 송파구 가락로 187 한양아파트 상가 (송파동),37.50532199,127.1149185
우체통,서울특별시 송파구 거마로 41 (거여동),37.49666532,127.1457773
우체통,서울특별시 송파구 거마로20길 34 (마천동),37.49649927,127.14981
우체통,서울특별시 송파구 도곡로 450(잠실동),37.50536115,127.0780035
우체통,서울특별시 송파구 동남로18길 9(가락2동),37.49570934,127.1311877
우체통,서울특별시 송파구 동남로4길 10  (문정동),37.48901347,127.1241316
우체통,서울특별시 송파구 마천로 237(마천동),37.49973065,127.1442226
우체통,서울특별시 송파구 마천로 61 (오금동),37.50816544,127.1273414
우체통,서울특별시 송파구 백제고분로 256 (삼전동),37.50244766,127.0947609
우체통,서울특별시 송파구 백제고분로 358 (석촌동),37.50451035,127.1060731
우체통,서울특별시 송파구 백제고분로 501 (방이동),37.51498221,127.114761
우체통,서울특별시 송파구 백제고분로15길 7(잠실본동),37.50573031,127.0834891
우체통,서울특별시 송파구 백제고분로50길 19 (방이동),37.51381573,127.1170664
우체통,서울특별시 송파구 삼전로12길 10(삼전동),37.50627067,127.0912709
우체통,서울특별시 송파구 삼학사로 32 (석촌동),37.49987804,127.0969176
우체통,서울특별시 송파구 삼학사로 77 (삼전동),37.50417581,127.0969458
우체통,서울특별시 송파구 새말로 103 (문정동),37.48287522,127.1255664
우체통,서울특별시 송파구 석촌호수로 144 (삼전동),37.50708012,127.0931268
우체통,서울특별시 송파구 송이로 199(문정동),37.4904684,127.1285326
우체통,서울특별시 송파구 송이로 239(장지동),37.48799676,127.1311516
우체통,서울특별시 송파구 송이로 28 (송파동),37.50265339,127.1165769
우체통,서울특별시 송파구 송이로 88  (가락본동),37.49911024,127.1187879
우체통,서울특별시 송파구 송파대로 345,37.49962155,127.111879
우체통,서울특별시 송파구 송파대로 456 (송파동),37.5070333,127.1059184
우체통,서울특별시 송파구 송파대로 558 (신천동),37.51517446,127.1000819
우체통,서울특별시 송파구 송파대로22길 4-20(문정동),37.48621257,127.122951
우체통,서울특별시 송파구 송파대로42길 29 (송파동),37.50591278,127.1095133
우체통,서울특별시 송파구 송파대로8길 20(장지동),37.47827563,127.1304789
우체통,서울특별시 송파구 양산로 3 (거여동),37.48956065,127.1425721
우체통,서울특별시 송파구 양재대로 1218 (방이동 올림픽선수기자촌아파트),37.5166909,127.1377123
우체통,서울특별시 송파구 양재대로62길 53 (가락본동),37.49554026,127.1212332
우체통,서울특별시 송파구 오금로 187(방이동),37.50895293,127.1150372
우체통,서울특별시 송파구 오금로 323 (오금동),37.50240742,127.1278971
우체통,서울특별시 송파구 오금로 407 (오금동),37.49779449,127.1357714
우체통,서울특별시 송파구 오금로 504 (거여동),37.49286464,127.1445034
우체통,서울특별시 송파구 오금로32길 14 (송파동),37.5055897,127.1175541
우체통,서울특별시 송파구 올림픽로 135 (잠실동),37.51199235,127.0908707
우체통,서울특별시 송파구 올림픽로 240 (잠실동),37.5122392,127.0976801
우체통,서울특별시 송파구 올림픽로 319 (신천동),37.51601611,127.106146
우체통,서울특별시 송파구 올림픽로 575(풍납동),37.53321978,127.121184
우체통,서울특별시 송파구 올림픽로 76 (잠실동),37.51155038,127.0790053
우체통,서울특별시 송파구 올림픽로 99 (잠실동),37.51393662,127.0811116
우체통,서울특별시 송파구 올림픽로35가길 11(신천동),37.51634267,127.1036692
우체통,서울특별시 송파구 올림픽로35길 104(장미아파트 정문),37.51747167,127.1004922
우체통,서울특별시 송파구 올림픽로35길 14(신천동 20-5),37.5199298,127.1122826
우체통,서울특별시 송파구 올림픽로43길 88 (풍납동),37.5260871,127.1085812
우체통,서울특별시 송파구 올림픽로45길 19 (풍납동),37.52712536,127.1160096
우체통,서울특별시 송파구 올림픽로4길 42 (잠실동),37.5064454,127.0732431
우체통,서울특별시 송파구 위례광장로 210,37.48114318,127.1439721
우체통,서울특별시 송파구 위례광장로 290 위례중앙푸르지오 2단지 상가동 제136호,37.47497012,127.1428465
우체통,서울특별시 송파구 위례성대로 92 (방이동),37.51378414,127.1221818
우체통,서울특별시 송파구 잠실로 51-33(잠실3동),37.51305624,127.0943175
우체통,서울특별시 송파구 잠실로 88 (레이크팰리스 생활지원센터),37.50932446,127.0949025
우체통,서울특별시 송파구 중대로 20 (문정동),37.49017015,127.1117066
우체통,서울특별시 송파구 충민로 66 (문정동),37.47866067,127.1243406
우체통,서울특별시 송파구 충민로 81-1(장지동),37.47964964,127.1263547
우체통,서울특별시 송파구 토성로 78 (풍납동),37.52799649,127.1187093
우체통,서울특별시 양천구 공항대로 610 (목동),37.54688778,126.8724088
우체통,서울특별시 양천구 남부순환로 364 (신월동),37.53470323,126.8288982
우체통,서울특별시 양천구 남부순환로 395 (신월동),37.53226681,126.8310082
우체통,서울특별시 양천구 목동동로 100 신시가지13단지아파트 (신정동),37.51640367,126.8667137
우체통,서울특별시 양천구 목동동로 130 신시가지14단지아파트 (신정동),37.51490999,126.8728043
우체통,서울특별시 양천구 목동동로 233 (목동),37.52670267,126.8718267
우체통,서울특별시 양천구 목동동로 430 (목동),37.53316427,126.8839296
우체통,서울특별시 양천구 목동동로12길 60 상가,37.52218358,126.8776659
우체통,서울특별시 양천구 목동로 177(목동),37.52429674,126.864668
우체통,서울특별시 양천구 목동로 201 (신정동),37.52634947,126.8637702
우체통,서울특별시 양천구 목동서로 117 (목동),37.53262276,126.8765316
우체통,서울특별시 양천구 목동서로 159-1 (목동),37.52799854,126.8745594
우체통,서울특별시 양천구 목동서로 70 (목동),37.53661011,126.8779861
우체통,서울특별시 양천구 목동서로2길 22 (목동),37.54263835,126.8813848
우체통,서울특별시 양천구 목동중앙남로3가길 127 (목동),37.54114753,126.8638072
우체통,서울특별시 양천구 목동중앙로 71 (목동),37.53581966,126.8704688
우체통,서울특별시 양천구 목동중앙본로 60 (목동),37.5412553,126.8690606
우체통,서울특별시 양천구 목동중앙서로 22 (목동),37.53260252,126.8662247
우체통,서울특별시 양천구 신목로 102 (목동),37.52348782,126.8755427
우체통,서울특별시 양천구 신월로 160 (신월동),37.51762168,126.8414911
우체통,서울특별시 양천구 신월로 264 (신정동),37.52208016,126.8506023
우체통,서울특별시 양천구 신월로 349 (신정동),37.52205123,126.8599086
우체통,서울특별시 양천구 신월로 368 (신정동),37.52198489,126.8619444
우체통,서울특별시 양천구 신월로 99 (신월동),37.51594192,126.8350753
우체통,서울특별시 양천구 신월로200(신월동),37.51995731,126.844521
우체통,서울특별시 양천구 신정로 167 (신정3동),37.50966192,126.8375976
우체통,서울특별시 양천구 신정로 306 (신정동),37.51320379,126.854988
우체통,서울특별시 양천구 신정로7길 70 (신정동),37.51234026,126.8367792
우체통,서울특별시 양천구 신정이펜2로 31 (신정동),37.51436191,126.8311899
우체통,서울특별시 양천구 신정중앙로 67 (신정동),37.52694037,126.8593796
우체통,서울특별시 양천구 오목로 224 (신정동),37.52570663,126.8624081
우체통,서울특별시 양천구 월정로 42 (신월동),37.52362155,126.8422978
우체통,서울특별시 양천구 월정로21(신월동),37.52115161,126.8430948
우체통,서울특별시 양천구 중앙로 309 (신월동),37.52365979,126.850932
우체통,서울특별시 양천구 중앙로 326 (신정동),37.52515494,126.8505274
우체통,서울특별시 양천구 중앙로32길 1 (신정동),37.51856708,126.8547061
우체통,서울특별시 양천구 중앙로55길 72 (신월동),37.52582432,126.8432701
우체통,서울특별시 양천구 지양로 74 (신월동),37.52210079,126.8338479
우체통,서울특별시 양천구 화곡로 53 (신월동),37.53949023,126.8278155
우체통,서울특별시 양천구 화곡로 64 (신월동),37.53924039,126.8292577
우체통,서울특별시 영등포구 63로 10(여의도동),37.51819312,126.9360295
우체통,서울특별시 영등포구 가마산로 363(대림동),37.50116954,126.8986814
우체통,서울특별시 영등포구 가마산로 395(신길동),37.50333822,126.9007566
우체통,서울특별시 영등포구 가마산로79길 46(신길동),37.50823102,126.9182499
우체통,서울특별시 영등포구 경인로 775(문래동3가),37.51533605,126.8992279
우체통,서울특별시 영등포구 경인로 841(영등포동4가),37.51644101,126.9061886
우체통,서울특별시 영등포구 국회대로70길 12(여의도동),37.52947925,126.9193863
우체통,서울특별시 영등포구 당산로 123(당산동3가),37.52644093,126.8966392
우체통,서울특별시 영등포구 당산로 172-1(당산동4가),37.52970444,126.8988182
우체통,서울특별시 영등포구 당산로 231(당산동6가),37.53436078,126.9019884
우체통,서울특별시 영등포구 대림로 146(대림동),37.49396553,126.9007832
우체통,서울특별시 영등포구 대림로 194(대림동),37.4982052,126.8986459
우체통,서울특별시 영등포구 대림로 85(대림동),37.48972498,126.9046587
우체통,서울특별시 영등포구 대림로27가길 13(대림동),37.49617815,126.8983693
우체통,서울특별시 영등포구 도림로 429(문래동2가),37.51400591,126.8952962
우체통,서울특별시 영등포구 도림로47길 13(대림동),37.496357,126.8999545
우체통,서울특별시 영등포구 도신로 195-6(신길동),37.51138496,126.9131679
우체통,서울특별시 영등포구 도신로29길 28(영등포동),37.51044784,126.9043213
우체통,서울특별시 영등포구 도영로7길 4(도림동),37.50894306,126.896194
우체통,서울특별시 영등포구 디지털로69길 16(대림동),37.49495448,126.9036174
우체통,서울특별시 영등포구 버드나루로 110,37.52800221,126.9084728
우체통,서울특별시 영등포구 버드나루로 51(영등포동2가),37.52292512,126.9108949
우체통,서울특별시 영등포구 선유동2로 6 서울영등포우체국,37.52966114,126.8949451
우체통,서울특별시 영등포구 선유로 75(문래동6가),37.52053062,126.8894727
우체통,서울특별시 영등포구 선유서로13길 6(문래동6가),37.51994836,126.8836196
우체통,서울특별시 영등포구 선유서로24길 21(양평동1가),37.52351841,126.888108
우체통,서울특별시 영등포구 신길로 1(대림동),37.49253921,126.9085705
우체통,서울특별시 영등포구 신길로 65(신길동),37.49840214,126.9080856
우체통,서울특별시 영등포구 신길로41라길 15(신길동),37.50755133,126.9074268
우체통,서울특별시 영등포구 신길로60나길 9(영등포동 두산위브),37.51568696,126.9127755
우체통,서울특별시 영등포구 양산로 214(영등포동5가 영등포현대프라자),37.52238361,126.9067976
우체통,서울특별시 영등포구 양평로 12(당산동6가),37.53261067,126.9048474
우체통,서울특별시 영등포구 양평로 92(양평동4가),37.53644691,126.8970639
우체통,서울특별시 영등포구 여의나루로 60(여의도동),37.52261802,126.9261189
우체통,서울특별시 영등포구 여의대방로 161(신길동),37.50152426,126.9207113
우체통,서울특별시 영등포구 여의대방로 379(여의도동),37.51897198,126.9311138
우체통,서울특별시 영등포구 영등포로 198-1(영등포동4가),37.52012814,126.9031127
우체통,서울특별시 영등포구 영등포로 225(영등포동5가),37.51970983,126.9067331
우체통,서울특별시 영등포구 영등포로 25(양평동2가),37.52334553,126.8840244
우체통,서울특별시 영등포구 영등포로 382-1(신길동),37.51357965,126.9206363
우체통,서울특별시 영등포구 영등포로64길 26(신길동),37.51343269,126.9165702
우체통,서울특별시 영등포구 영중로42길 1(영등포동8가),37.52850976,126.9059613
우체통,서울특별시 용산구 녹사평대로 212 이태원동우체국앞,37.5365795,126.9872128
우체통,서울특별시 용산구 녹사평대로11길 50 서경빌딩앞,37.5211009,126.9934845
우체통,서울특별시 용산구 대사관로 49 한남동우체국앞,37.53352726,127.00364
우체통,서울특별시 용산구 독서당로 73 성아맨션 보도앞,37.5341931,127.0084985
우체통,서울특별시 용산구 두텁바위로 55 용산고사거리 창수린앞,37.5459975,126.9781522
우체통,서울특별시 용산구 두텁바위로 6-1 남영동우체국앞,37.5449381,126.9727745
우체통,서울특별시 용산구 보광로 25 보광동우체국앞,37.5265397,127.0001803
우체통,서울특별시 용산구 새창로 128-1 종남전산문구앞,37.5360622,126.9609579
우체통,서울특별시 용산구 새창로 181 선인프라자 21동지하입구 앞,37.5330215,126.9655089
우체통,서울특별시 용산구 새창로 70 삼성래미안아파트 관리사무소앞,37.53850214,126.9558462
우체통,서울특별시 용산구 서빙고로 137  국립중앙박물관 서문입구,37.52116165,126.9792083
우체통,서울특별시 용산구 서빙고로24길 9 용산세무서옆 삼우세무법인,37.5235987,126.9686336
우체통,서울특별시 용산구 서빙고로75가길 2 새김약국앞,37.5221532,126.9967511
우체통,서울특별시 용산구 소월로20길 23 대명문방구앞,37.5453601,126.9854282
우체통,서울특별시 용산구 신흥로 152 우리은행앞,37.54676906,126.9815563
우체통,서울특별시 용산구 신흥로12길 1 종점약국앞,37.5434504,126.9877931
우체통,서울특별시 용산구 원효로 227 원효로우체국앞,37.5385743,126.9668183
우체통,서울특별시 용산구 원효로 252 유닉스빌딩앞,37.5399384,126.9690716
우체통,서울특별시 용산구 원효로 66(원효로4가 산호아파트),37.53263755,126.9511421
우체통,서울특별시 용산구 원효로41길 47 용문동우체국앞,37.5352617,126.9598918
우체통,서울특별시 용산구 이촌2동 434,37.52693279,126.9550573
우체통,서울특별시 용산구 이촌로 280 명지상가 파리바게트앞,37.5184105,126.9778566
우체통,서울특별시 용산구 이촌로 303  현대아파트 21동버스정류장 앞,37.51824173,126.980685
